ID,NAME,RESPONSE,PREFEC,DISTRICT,PR,PRBLOCK,PARTY,MINSHIN,INCUMB,TERM,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3,SQ3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,SQ7_1_1,SQ7_1_2,SQ7_1_3,SQ7_2,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q1_1_FA,Q1_2_FA,Q1_3_FA,SQ7_1_1_FA,SQ7_1_2_FA,SQ7_1_3_FA
878,口石竜三,1,42,3,0,61,4,66,1,0,1,48,1,10,6,5,40,35,80,5,100,30,10,10,80,60,5,66,2,3,2,1,3,3,4,2,1,2,2,2,5,1,2,2,3,2,3,1,4,2,4,4,2,4,2,1,2,6,4,99,2,4,4,2,4,2,2,2,2,4,,,,,,
879,末次精一,1,42,3,0,61,7,66,1,0,1,54,1,2,7,5,50,50,50,50,50,50,50,50,50,0,5,66,2,5,3,1,5,4,2,2,2,3,5,2,5,3,2,2,2,4,3,2,2,3,3,5,4,4,2,2,6,4,5,2,5,3,4,1,3,2,4,3,4,5,,,,,,
880,谷川弥一,1,42,3,0,66,1,66,3,5,1,76,2,3,1,5,90,999,80,0,50,0,0,999,50,90,1,2,1,3,1,2,4,2,2,4,2,3,1,1,2,5,5,2,3,2,1,4,4,2,2,2,2,4,2,1,1,3,9,1,2,1,1,1,1,1,1,1,1,1,,,,,,
881,石丸完治,1,42,3,0,66,3,66,1,0,1,68,1,12,2,1,0,25,0,100,0,30,75,0,0,0,5,66,5,5,5,1,5,5,2,4,2,1,5,2,5,2,2,2,5,5,5,1,5,5,5,5,5,3,5,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
882,北村誠吾,1,42,4,0,61,1,66,3,6,1,70,2,3,4,7,100,999,100,50,80,50,50,90,50,100,1,3,1,1,1,4,99,5,1,1,3,1,1,2,1,4,4,1,1,5,2,5,4,2,1,1,4,2,3,1,3,5,1,2,3,2,2,2,2,2,2,2,2,2,,,,,,
883,宮島大典,1,42,4,0,61,7,1,2,2,1,54,1,6,5,1,20,100,50,30,60,80,80,30,95,5,4,66,2,2,3,3,4,4,4,3,1,2,4,4,3,4,4,3,3,3,4,2,3,3,4,4,3,4,3,2,4,6,10,2,4,4,3,2,4,4,4,3,4,5,,,,,,
884,石川悟,1,42,4,0,66,3,66,1,0,1,65,1,12,1,2,0,50,0,100,0,70,90,0,0,0,5,66,5,5,5,1,5,3,3,5,1,1,5,4,5,1,1,1,5,5,5,1,5,5,5,5,5,3,5,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
885,木原稔,1,43,1,0,61,1,66,3,3,1,48,2,12,1,13,90,0,50,0,50,0,0,50,0,95,1,3,1,3,2,3,1,3,2,3,5,2,3,3,2,5,5,4,4,3,2,4,3,2,3,3,2,4,2,1,3,1,9,1,3,1,2,2,1,1,2,2,1,1,,,,,,
886,松野頼久,1,43,1,0,61,7,1,3,6,1,57,1,5,10,12,999,999,999,999,999,999,999,999,999,999,5,66,1,3,3,3,2,4,5,4,1,2,3,4,3,2,3,3,2,3,3,3,4,2,5,4,4,4,4,2,10,3,6,1,4,5,3,2,3,3,5,4,3,5,,,,,,
887,和田要,1,43,2,0,61,5,66,1,0,1,68,1,12,16,5,0,80,0,50,0,25,100,0,0,0,5,66,5,5,5,1,5,5,5,5,1,1,5,1,5,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,66,66,66,66,5,5,5,5,5,5,5,5,5,5,,福祉介護,,,,
888,野田毅,1,43,2,0,66,1,66,3,15,1,76,2,6,2,13,100,999,999,999,999,999,999,999,999,999,1,1,2,99,2,99,99,99,2,99,99,99,99,99,99,99,99,99,99,3,4,4,99,99,1,4,99,4,4,99,66,66,66,66,99,2,2,4,2,2,2,2,2,4,,,,,,
889,木下順子,1,43,2,0,66,9,66,1,0,2,58,1,13,1,12,25,20,0,0,10,0,0,25,0,5,5,66,1,1,1,5,1,1,3,2,5,5,5,2,1,4,4,2,1,1,2,5,3,1,5,3,2,1,2,1,1,5,3,1,5,4,3,2,5,2,5,5,4,5,,,,,,
890,西野太亮,1,43,2,0,66,11,66,1,0,1,39,1,16,5,7,80,45,70,30,45,45,45,45,40,80,2,5,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,3,4,3,4,2,3,3,3,3,66,66,66,66,3,2,2,2,3,3,4,2,2,3,地方の活性化,,,,,
891,坂本哲志,1,43,3,0,66,1,66,3,5,1,66,2,3,4,5,100,999,999,999,999,999,999,999,999,999,1,1,2,2,2,2,4,2,1,2,5,3,3,2,1,3,4,2,2,4,2,5,4,3,1,3,4,4,3,1,1,4,11,2,2,2,3,3,2,2,2,2,2,4,,,,,,DK
892,関根静香,1,43,3,0,66,3,66,1,0,2,27,1,13,12,5,0,999,0,100,0,999,70,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
893,矢上雅義,1,43,4,0,61,8,2,2,2,1,57,3,13,7,4,0,999,60,90,999,999,90,999,999,0,5,66,4,4,2,1,4,5,1,1,2,3,5,4,3,4,5,4,5,3,4,3,2,4,5,4,4,2,3,5,66,66,66,66,5,4,5,1,5,5,5,4,5,5,,,,,,
894,金子恭之,1,43,4,0,66,1,66,3,6,1,56,2,1,5,14,100,0,90,0,60,0,0,50,30,100,1,4,1,3,1,1,2,3,2,3,3,3,3,3,2,4,5,2,3,3,3,4,4,3,3,4,3,3,2,1,1,9,11,1,2,1,2,1,1,1,1,1,1,2,,,,,,合区の解消
895,穴見陽一,1,44,1,0,61,1,66,3,2,1,48,2,1,5,6,90,10,80,0,60,0,10,70,10,90,1,5,1,3,1,3,2,4,2,2,2,2,2,2,1,5,3,4,1,3,3,3,3,3,1,3,1,1,3,1,1,9,5,1,1,2,1,1,1,1,1,1,1,3,,,,,,
896,吉良州司,1,44,1,0,61,7,1,3,4,1,59,3,5,1,16,30,60,30,10,0,30,50,0,50,30,1,2,1,1,3,2,5,3,4,5,2,2,3,2,2,3,5,4,1,3,2,3,5,2,1,2,1,5,5,2,1,4,10,2,5,5,1,5,3,3,1,3,3,5,,,政権保身あって国民なしの大義なき解散,,,
897,小手川恵,1,44,1,0,66,3,66,1,0,2,61,1,12,5,15,0,0,0,100,0,50,80,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,5,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
898,吉川元,1,44,2,0,61,5,66,3,2,1,51,3,7,5,12,0,60,20,60,20,60,100,0,50,0,5,66,5,5,5,1,5,5,2,3,1,2,5,3,5,1,2,1,5,5,5,1,4,5,4,5,5,4,5,5,66,66,66,66,5,5,5,99,5,5,3,5,5,5,,,,,,
899,衛藤征士郎,1,44,2,0,66,1,66,3,11,1,76,2,12,1,2,100,0,100,10,60,10,0,60,50,80,1,4,1,2,2,1,1,3,1,1,3,2,2,2,2,3,3,5,1,3,4,4,4,3,2,4,4,2,3,1,1,5,10,1,5,2,1,4,2,1,2,2,2,4,,,,,,
900,上田敦子,1,44,2,0,66,9,66,1,0,2,50,1,16,2,13,40,0,0,0,30,30,0,40,30,40,5,66,1,1,1,5,1,1,1,3,5,3,3,1,1,3,3,3,1,2,3,5,4,1,5,3,3,2,3,1,1,5,2,1,5,4,3,1,5,2,5,5,5,5,国防,,,,,
901,岩屋毅,1,44,3,0,61,1,66,3,7,1,60,2,1,3,5,90,30,70,5,50,10,10,3,20,75,1,4,2,3,2,2,4,4,3,4,2,2,3,1,2,4,4,4,2,4,3,3,4,1,3,4,2,3,4,1,1,9,10,1,2,1,1,2,1,1,2,2,1,4,,,,,,
902,横光克彦,1,44,3,0,61,8,66,2,6,1,73,3,10,7,15,0,50,50,70,40,50,80,0,10,0,5,66,4,5,5,1,5,5,4,4,1,2,5,4,5,2,3,4,3,5,4,1,5,4,3,4,5,4,4,5,66,66,66,66,5,5,4,2,4,5,3,5,5,5,,,,,,
903,武井俊輔,1,45,1,0,61,1,66,3,2,1,42,2,1,2,4,99,40,90,0,10,0,20,0,0,90,2,99,2,3,2,1,3,4,2,2,3,2,3,2,2,2,3,2,3,4,4,3,3,3,3,3,3,3,3,1,2,1,9,2,2,1,3,3,2,1,2,2,2,3,,,,,,
904,外山斎,1,45,1,0,61,7,66,1,0,1,41,1,3,5,11,45,25,50,25,70,50,25,40,70,40,5,66,1,1,3,3,2,99,99,1,2,2,2,2,4,4,4,2,1,3,3,1,3,1,2,2,2,2,3,1,4,5,10,1,1,4,3,1,4,2,3,4,2,5,,,,,,
905,内田静雄,1,45,1,0,66,3,66,1,0,1,68,1,12,5,6,0,50,0,100,0,50,50,0,0,0,5,66,5,5,5,1,5,5,3,3,1,1,5,1,5,1,1,1,5,5,5,1,4,5,5,5,5,4,5,5,66,66,66,66,5,5,5,5,5,5,5,5,5,5,,,,,,
906,江藤拓,1,45,2,0,61,1,66,3,5,1,57,2,1,5,6,90,999,999,999,999,999,999,999,999,90,1,4,1,3,1,1,3,3,2,3,2,3,3,3,2,3,3,2,2,3,3,4,4,3,3,3,3,3,2,1,1,9,3,1,2,2,2,2,1,1,2,2,2,3,,,,,,
907,黒木万治,1,45,2,0,66,3,66,1,0,1,69,1,6,12,2,0,0,0,100,0,0,50,0,0,0,5,66,5,1,5,1,5,5,3,3,1,1,5,3,5,3,2,5,5,4,2,1,5,1,5,5,5,5,5,5,66,66,66,66,5,5,5,1,5,5,4,5,5,5,,,,,,
908,河野一郎,1,45,2,0,66,9,66,1,0,1,57,1,1,2,5,50,25,0,0,25,25,0,75,25,25,5,66,1,1,1,5,1,1,1,1,5,5,4,3,1,5,5,4,3,1,1,5,4,1,5,2,4,1,2,1,1,3,11,1,5,5,5,1,5,1,5,5,5,4,,,,,,予算の単年度制
909,古川禎久,0,45,3,0,61,1,66,3,5,1,52,2,99,99,99,999,999,999,999,999,999,999,999,999,999,99,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,99,99,99,99,99,99,99,99,99,99,,,,,,
910,花輪智史,1,45,3,0,61,7,66,1,0,1,51,1,16,12,1,50,999,50,0,80,0,0,99,100,80,5,66,1,1,1,5,1,3,1,1,3,2,2,4,1,5,5,5,1,3,1,3,2,1,5,4,2,4,2,1,1,9,4,1,5,3,5,1,4,1,4,4,1,5,消費増税凍結,,,,,
911,井福美年,1,45,3,0,66,3,66,1,0,1,68,1,16,12,15,0,0,0,100,0,10,70,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,安倍政治を終らせること,,,,,
912,山之内毅,1,46,1,0,61,4,66,2,1,1,35,1,5,11,10,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,1,4,2,4,2,3,1,1,3,3,3,5,1,3,2,1,5,3,1,3,2,4,1,2,4,1,1,2,1,3,1,1,5,,,,,,
913,川内博史,1,46,1,0,61,8,2,2,5,1,55,2,12,5,6,50,50,50,50,50,50,50,50,50,50,5,66,5,5,5,1,5,5,2,2,1,1,5,4,5,1,1,1,5,5,5,1,4,5,5,5,5,4,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
914,保岡宏武,1,46,1,0,66,1,66,1,0,1,44,1,16,1,12,75,0,50,0,50,0,0,50,50,75,2,4,2,2,1,2,3,3,2,1,3,3,2,2,2,4,5,2,1,3,2,4,3,2,2,3,2,2,2,1,1,2,11,1,1,1,1,2,1,1,2,1,1,4,デフレ脱却,,,,,教育立国宣言
915,宮崎一博,1,46,1,0,66,11,66,1,0,1,57,1,3,5,6,100,999,999,999,999,999,999,999,999,100,1,5,1,1,1,3,4,3,2,2,1,1,2,1,5,1,2,3,2,4,2,2,4,2,4,4,3,4,2,1,3,1,5,1,2,1,1,1,1,1,1,1,2,5,,,,,,
916,金子万寿夫,1,46,2,0,61,1,66,3,2,1,70,2,1,5,11,90,20,80,40,60,40,20,50,10,95,1,4,1,3,1,1,3,3,2,3,2,3,3,3,2,99,99,2,99,2,3,4,4,3,3,4,3,3,2,1,1,9,8,2,2,1,1,1,1,1,1,1,1,1,,,,,,
917,斎藤佳代,1,46,2,0,61,7,1,1,0,2,38,1,5,4,6,0,100,10,10,20,50,50,20,100,0,4,66,3,5,4,1,4,3,3,4,2,2,4,3,3,2,3,3,4,4,4,3,4,3,4,4,4,4,4,2,4,8,7,2,5,5,4,3,5,5,4,4,5,5,,,,,,
918,祝迫光治,1,46,2,0,66,3,66,1,0,1,74,1,12,15,4,0,25,0,100,0,25,75,0,0,0,5,66,5,5,5,1,5,5,3,3,1,1,5,3,5,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,66,66,66,66,5,5,5,99,5,5,5,5,5,5,,,,,,
919,林健二,1,46,2,0,66,11,66,1,0,1,40,1,5,3,6,80,50,50,50,50,50,50,50,50,80,2,3,2,3,3,2,3,4,2,3,2,3,2,3,2,2,2,3,3,3,1,3,3,3,3,3,3,3,3,2,1,99,99,2,3,2,3,3,3,3,3,2,3,3,,,,,,
920,小里泰弘,1,46,3,0,61,1,66,3,4,1,59,2,3,6,4,100,25,100,25,50,25,25,50,25,100,1,5,2,2,2,3,2,4,2,2,2,2,2,2,2,2,3,3,4,3,2,4,3,3,3,3,4,2,2,1,1,9,11,2,1,1,3,4,2,1,1,1,1,3,,,,,,国会のあり方
921,野間健,1,46,3,0,61,7,66,3,2,1,59,1,6,4,11,50,50,50,20,50,50,50,50,100,0,5,66,3,3,4,2,3,4,2,3,4,2,3,3,2,2,2,2,1,4,4,3,4,1,5,2,2,1,4,1,4,5,6,2,3,4,3,2,3,3,3,4,3,5,,,,,,
922,山口勇太,1,46,3,0,66,3,66,1,0,1,26,1,15,12,7,0,25,0,100,0,25,75,0,0,0,5,66,5,5,5,1,5,5,3,3,1,1,5,3,5,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,66,66,66,66,5,5,5,99,5,5,5,5,5,5,,,,,,
923,森山裕,1,46,4,0,61,1,66,3,5,1,72,2,1,6,4,100,0,100,0,70,0,0,70,0,100,1,4,1,3,1,1,3,3,2,3,2,3,3,3,2,3,99,2,5,3,3,4,4,3,3,3,3,3,2,1,1,3,9,2,1,1,1,1,1,1,1,1,1,1,,,,,,
924,野呂正和,1,46,4,0,61,5,66,1,0,1,66,1,12,6,5,50,60,50,50,49,60,100,50,50,40,5,66,5,5,1,1,5,4,2,3,1,1,5,3,5,1,1,3,5,5,5,1,4,5,5,5,5,4,3,5,66,66,66,66,5,5,5,3,1,5,2,5,5,5,,,,,,
925,国場幸之助,1,47,1,0,61,1,66,3,2,1,44,3,7,5,1,80,30,100,0,40,20,20,80,40,60,2,4,1,2,2,1,3,3,2,2,2,3,3,3,2,3,2,1,5,3,3,3,4,2,3,3,3,2,2,1,1,9,10,2,1,2,2,2,1,1,2,3,2,3,,,,,,
926,赤嶺政賢,1,47,1,0,61,3,66,3,6,1,69,2,1,12,5,999,999,999,999,999,999,999,999,999,999,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,4,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
927,下地幹郎,1,47,1,0,61,4,66,3,5,1,56,3,5,11,10,60,0,50,0,100,0,0,50,80,60,5,66,1,5,2,3,3,2,4,2,1,1,4,2,4,2,3,1,1,3,3,3,5,1,3,2,1,5,3,1,3,2,4,1,2,4,1,1,2,1,3,1,1,5,,,,,,
928,下地玲子,1,47,1,0,66,9,66,1,0,2,59,1,1,2,14,51,30,40,20,30,30,20,60,30,50,5,66,1,1,1,5,1,1,3,2,5,5,5,2,1,4,4,2,1,1,2,5,3,1,5,3,2,1,2,1,1,5,4,1,5,4,3,2,5,2,5,5,4,5,,,,,,
929,宮崎政久,1,47,2,0,61,1,66,3,2,1,52,1,5,1,12,100,30,90,0,50,20,0,50,40,100,2,5,3,2,2,1,2,3,2,3,2,3,3,3,1,2,3,1,3,4,3,4,2,3,3,3,3,2,2,1,9,3,1,1,1,1,1,2,2,1,2,2,1,2,,,,,,
930,照屋寛徳,1,47,2,0,61,5,66,3,5,1,72,2,16,12,6,0,50,25,75,25,75,100,0,25,0,5,66,5,5,4,1,5,5,3,2,1,1,5,2,5,1,1,1,5,5,5,1,3,5,4,4,4,4,4,5,66,66,66,66,5,5,5,4,4,5,4,5,5,5,沖縄の基地問題,,,,,
931,比嘉奈津美,1,47,3,0,61,1,66,3,2,2,59,1,1,5,99,999,999,999,999,999,999,999,999,999,999,1,4,1,3,1,1,99,3,2,2,2,3,3,3,2,99,99,99,99,99,99,3,99,99,99,99,99,2,1,1,99,99,99,99,99,1,1,1,1,1,1,1,1,2,,,,,,
932,金城竜郎,1,47,3,0,66,9,66,1,0,1,53,1,1,12,2,20,10,3,0,10,0,0,20,0,10,5,66,1,1,1,5,1,5,2,2,5,5,5,2,1,5,5,3,1,2,4,5,5,1,5,3,2,3,3,1,1,11,5,1,5,5,3,5,5,2,5,5,5,5,,,,,天皇の地位を国家の象徴として確定する,
933,玉城デニー,1,47,3,0,66,11,66,3,3,1,58,2,5,3,1,0,50,10,50,10,100,50,10,10,0,5,66,4,5,5,1,5,4,1,3,1,1,5,2,5,3,2,2,5,5,4,1,4,4,5,5,5,4,4,4,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
934,西銘恒三郎,1,47,4,0,61,1,66,3,4,1,63,2,3,5,4,100,50,100,50,50,50,50,75,50,100,2,4,2,4,2,1,3,4,2,3,2,3,2,2,2,4,4,4,4,4,2,4,4,4,4,2,2,2,2,1,1,9,7,2,3,1,2,2,2,1,2,2,1,2,,,,,,
935,富川泰全,1,47,4,0,66,9,66,1,0,1,38,1,1,2,14,50,20,40,10,30,20,10,40,20,45,5,66,1,1,1,5,1,1,3,2,5,5,5,2,1,4,4,2,1,1,3,5,3,1,5,3,2,2,2,1,1,5,11,1,5,4,3,3,5,2,4,5,4,5,,,,,,予算の単年度制
936,仲里利信,1,47,4,0,66,11,66,3,1,1,80,1,16,4,11,0,70,0,90,0,90,90,0,50,0,5,66,5,5,5,1,5,5,2,5,1,1,5,4,5,3,4,4,1,5,5,1,5,5,5,5,5,5,5,5,66,66,66,66,5,5,5,5,5,5,5,5,5,5,基地問題,,,,,
937,鈴木貴子,1,66,66,1,51,1,66,3,2,2,31,4,1,5,4,100,999,999,999,999,999,999,999,999,100,1,4,1,3,1,1,3,3,2,3,2,3,3,3,3,2,3,3,4,3,5,3,4,3,3,3,3,3,3,1,1,11,8,2,2,1,1,1,1,1,1,1,99,2,,,,,教育,
938,渡辺孝一,1,66,66,1,51,1,66,3,2,1,59,4,99,99,99,999,999,999,999,999,999,999,999,999,999,2,4,99,99,3,2,3,4,2,99,3,3,99,2,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,2,99,99,99,2,3,2,3,2,2,2,2,2,2,3,,,,,,
939,清水誠一,1,66,66,1,51,1,66,2,1,1,68,1,3,4,12,100,0,75,0,50,0,0,75,0,75,1,2,1,1,1,2,1,5,1,2,3,2,2,2,1,5,5,5,5,4,1,5,3,4,3,3,4,4,2,1,9,1,11,1,1,3,5,5,3,1,3,1,1,2,,,,,,家族条項
940,金沢知歌子,0,66,66,1,51,1,66,1,0,2,52,1,99,99,99,999,999,999,999,999,999,999,999,999,999,99,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,99,99,99,99,99,99,99,99,99,99,,,,,,
941,武田久之,1,66,66,1,51,2,66,1,0,1,53,1,7,5,6,80,50,100,0,50,0,0,50,50,80,1,5,3,5,2,1,5,5,1,2,2,2,3,2,2,2,3,2,5,3,2,3,3,2,2,4,3,2,3,4,66,66,66,66,3,2,2,1,2,2,2,2,2,2,,,,,,
942,佐藤英道,1,66,66,1,51,2,66,3,2,1,57,4,5,16,4,80,999,100,30,50,50,50,50,50,80,1,5,3,5,2,1,99,5,2,3,1,2,4,2,2,3,1,3,5,4,3,3,4,3,3,3,2,2,3,2,7,9,99,2,1,1,2,1,1,1,1,1,1,1,,軽減税率,,,,
943,川部竜二,1,66,66,1,51,3,66,1,0,1,46,1,12,7,6,0,30,0,100,0,50,50,0,0,0,5,66,5,5,5,1,5,5,3,5,5,1,5,99,5,1,5,2,5,5,4,1,5,5,5,5,5,5,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
944,畠山和也,1,66,66,1,51,3,66,3,1,1,46,1,12,1,16,10,999,10,100,20,50,80,0,10,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,5,1,5,5,5,5,5,3,5,5,66,66,66,66,5,5,5,5,5,5,5,5,5,5,,,消費税10%中止,,,
945,佐々木明美,1,66,66,1,51,3,66,1,0,2,56,1,12,15,5,10,999,10,100,20,50,80,0,10,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,5,1,5,5,5,5,5,3,5,5,66,66,66,66,5,5,5,5,5,5,5,5,5,5,,,,,,
946,本間勝美,1,66,66,1,51,3,66,1,0,1,49,1,12,1,15,10,999,10,100,10,50,90,0,10,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,5,1,5,5,5,5,5,3,5,5,66,66,66,66,5,5,5,5,5,5,5,5,5,5,,,,,,
947,佐藤暁,1,66,66,1,51,4,66,1,0,1,55,1,5,11,1,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,1,4,2,4,2,3,1,1,3,3,3,5,1,3,2,1,5,3,1,3,2,4,1,2,4,1,1,2,1,3,1,1,5,,,,,,
948,豊巻絹子,1,66,66,1,51,5,66,1,0,2,62,1,16,5,12,0,90,0,90,0,90,100,0,0,0,5,66,5,5,5,1,5,5,3,3,1,1,5,3,5,1,1,3,5,5,5,1,4,5,5,5,3,2,5,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,貧困・格差是正,,,,,
949,三好新治,1,66,66,1,51,7,66,1,0,1,57,1,99,99,99,999,50,999,999,70,999,999,999,100,999,5,66,2,3,3,3,3,4,4,4,2,1,3,1,5,1,3,2,1,4,4,2,4,1,5,2,2,1,4,1,99,99,99,1,3,4,3,2,2,2,4,4,3,5,,,,,,
950,青木和子,1,66,66,1,51,7,66,1,0,2,47,1,7,5,10,999,50,999,999,70,999,999,999,100,999,5,66,2,3,3,3,3,4,4,4,2,1,3,1,5,1,3,2,1,4,4,2,4,1,5,2,2,1,4,1,99,99,99,1,3,4,3,2,2,2,4,4,3,5,,,,,,
951,山崎摩耶,1,66,66,1,51,8,66,2,1,2,70,1,6,5,7,999,999,999,999,999,999,999,999,999,999,4,66,4,4,4,1,5,5,3,4,1,1,5,3,4,1,3,2,5,5,5,2,4,4,4,5,5,4,4,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
952,中島秀雄,1,66,66,1,51,9,66,1,0,1,68,1,1,2,14,50,25,40,10,25,25,15,55,25,50,5,66,1,1,1,5,1,1,3,2,5,5,5,2,1,4,4,2,1,1,2,5,3,1,5,3,2,1,2,1,1,5,11,1,5,4,3,2,5,2,5,5,4,5,,,,,,予算の単年度制の見直し
953,野市裕司,1,66,66,1,51,9,66,1,0,1,53,1,1,2,14,50,25,40,10,25,25,15,55,25,50,5,66,1,1,1,5,1,1,3,2,5,5,5,2,1,4,4,2,1,1,2,5,3,1,5,3,2,1,2,1,1,5,11,1,5,4,3,2,5,2,5,5,4,5,,,,,,予算の単年度制の見直し
954,鈴木宗男,1,66,66,1,51,10,66,2,8,1,69,1,5,1,6,100,0,100,0,20,10,0,0,20,100,2,4,3,4,4,2,2,5,1,2,1,2,2,2,5,3,3,5,3,5,1,1,1,2,3,3,3,2,4,1,7,8,1,2,1,2,4,2,2,2,1,1,1,1,,,,,,
955,阿部千里,1,66,66,1,51,10,66,1,0,2,27,1,5,1,6,100,0,100,0,20,10,0,0,20,100,2,4,3,4,4,2,2,5,1,2,1,2,2,2,5,3,3,5,3,5,1,1,1,2,3,3,3,2,4,1,7,8,1,2,1,2,4,2,2,2,1,1,1,1,,,,,,
956,江渡聡徳,1,66,66,1,52,1,66,3,6,1,62,4,1,5,15,100,50,80,50,50,50,50,50,50,100,1,5,1,2,3,1,2,3,1,2,3,2,2,3,1,4,5,3,3,2,3,5,3,2,2,2,4,2,3,1,1,2,9,2,2,1,2,1,1,1,2,2,1,2,,,,,,
957,橋本英教,1,66,66,1,52,1,66,3,2,1,50,1,1,5,99,999,999,999,999,999,999,999,999,999,999,1,4,1,3,1,1,99,3,2,3,2,3,3,3,2,99,99,2,99,99,99,4,4,3,3,99,3,3,2,1,1,9,8,99,99,1,1,1,1,1,1,1,1,1,,,,,,
958,村上文人,1,66,66,1,52,1,66,1,0,1,67,1,1,5,6,100,0,50,0,0,0,0,50,0,100,1,4,1,3,1,1,1,3,2,3,2,3,3,3,2,4,4,2,4,2,2,4,4,3,3,4,3,3,2,1,3,9,1,1,3,1,1,1,1,1,1,1,1,2,,,,,,
959,常盤茂樹,0,66,66,1,52,1,66,1,0,1,47,1,99,99,99,999,999,999,999,999,999,999,999,999,999,99,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,99,99,99,99,99,99,99,99,99,99,,,,,,
960,渡辺大,1,66,66,1,52,2,66,1,0,1,34,1,5,4,6,50,0,100,0,50,25,25,25,25,50,1,4,2,5,3,1,5,5,3,3,1,99,2,3,2,1,2,2,4,4,3,3,4,2,3,3,3,3,3,3,66,66,66,66,3,1,2,2,2,1,2,2,2,4,,,,,,
961,真山祐一,1,66,66,1,52,2,66,3,1,1,36,1,13,5,14,999,999,999,999,999,999,999,999,999,999,2,4,2,3,2,1,5,4,2,2,1,3,3,3,3,3,3,3,5,4,4,3,3,3,3,2,2,3,3,3,66,66,66,66,3,1,2,2,2,1,2,2,1,3,,,,,,
962,井上義久,0,66,66,1,52,2,66,3,8,1,70,4,99,99,99,999,999,999,999,999,999,999,999,999,999,99,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,99,99,99,99,99,99,99,99,99,99,,,,,,
963,高橋千鶴子,1,66,66,1,52,3,66,3,5,2,58,4,12,13,15,0,999,0,100,999,999,80,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,4,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
964,舩山由美,1,66,66,1,52,3,66,1,0,2,49,1,12,13,15,0,999,0,100,0,999,80,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,4,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
