ID,NAMEEQ,NAMEnoEQ,RESPONSE,NOELEC,DISTRICT,PARTY,INCUMB,TERM,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q3_1_1,Q3_1_2,Q3_1_3,Q3_1_4,Q3_1_5,Q3_1_6,Q3_1_7,Q3_1_8,Q3_1_9,Q3_1_10,Q3_1_11,Q3_2_1,Q3_2_2,Q3_2_3,Q3_2_4,Q3_2_5,Q3_2_6,Q3_2_7,Q3_2_8,Q3_2_9,Q3_2_10,Q3_2_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,SQ7_1,SQ7_2,SQ7_3,SQ7_4,SQ7_5,SQ7_6,SQ7_7,SQ7_8,SQ7_9,SQ7_10,SQ7_11,SQ7_12,SQ7_13,SQ7_14,SQ7_15,SQ7_16,Q8_1,Q8_2,Q8_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q1_1_FA,Q1_2_FA,Q1_3_FA,SQ7_16_FA
184,永江＝孝子,永江孝子,1,0,37,11,1,0,2,59,1,5,6,7,0,70,70,30,50,10,70,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,5,2,2,2,2,5,1,2,1,5,5,3,1,4,1,3,5,5,3,2,2,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,3,5,5,5,5,5,7,7,99,1,7,4,7,7,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,,,,
185,椋本＝薫,椋本薫,0,0,37,12,1,0,1,45,0,99,99,99,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
186,松山＝政司,松山政司,0,0,38,1,3,3,1,60,1,99,99,99,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
187,野田＝国義,野田国義,1,0,38,2,3,1,1,61,1,16,6,16,30,100,50,40,50,40,60,10,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,2,3,4,4,3,2,2,2,2,2,3,4,2,2,4,4,4,4,4,4,2,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,5,5,5,5,5,5,7,6,6,6,5,5,5,6,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,景気対策,,地域活性化,
188,春田＝久美子,春田久美子,1,0,38,3,1,0,2,52,0,5,6,3,10,50,100,50,40,10,20,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,4,4,4,4,2,2,5,1,2,3,5,3,3,4,5,4,1,3,3,4,4,5,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,2,3,4,5,5,5,5,5,7,5,7,7,5,6,6,6,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,,,,
189,下野＝六太,下野六太,1,0,38,4,1,0,1,55,1,5,7,6,80,25,20,100,10,25,30,80,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,4,2,3,3,2,2,2,2,3,2,4,4,3,3,2,2,2,4,3,3,3,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,3,3,3,2,2,3,3,4,6,5,5,5,3,4,4,6,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,,,,
190,河野＝祥子,河野祥子,1,0,38,5,1,0,2,39,0,6,7,2,0,80,80,0,100,0,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,5,5,5,2,3,4,3,5,1,1,3,3,3,2,1,4,4,3,5,5,3,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,3,3,3,5,5,5,5,5,7,7,7,7,4,7,7,4,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,,,,
191,江夏＝正敏,江夏正敏,1,0,38,9,1,0,1,51,0,1,2,6,70,10,10,10,0,65,10,70,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,2,2,2,2,3,4,4,3,1,2,3,5,3,1,3,5,2,2,1,2,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,5,5,1,4,3,3,4,4,5,5,5,5,5,6,6,7,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,
192,川口＝尚宏,川口尚宏,0,0,38,12,1,0,1,50,0,99,99,99,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
193,浜武＝振一,浜武振一,1,0,38,13,1,0,1,53,0,16,16,16,50,50,50,50,50,50,50,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,1,1,3,3,5,3,3,1,5,5,1,2,3,3,4,5,3,3,5,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,3,5,5,5,1,5,7,7,7,7,4,7,7,4,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,福祉,教育,経済政策（税制）,
194,本藤＝昭子,本藤昭子,1,0,38,15,1,0,2,77,0,16,99,99,50,50,50,50,50,50,50,50,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,安楽死制度の検討,,,
195,山下＝雄平,山下雄平,0,0,39,1,3,1,1,39,1,99,99,99,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
196,犬塚＝直史,犬塚直史,1,0,39,3,2,1,1,64,0,1,5,4,25,75,100,25,75,75,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,3,3,4,3,1,4,1,1,1,5,4,4,2,5,2,2,3,5,3,4,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,5,5,5,5,5,7,7,4,5,4,7,7,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,
197,古賀＝友一郎,古賀友一郎,1,0,40,1,3,1,1,51,1,6,3,1,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,4,3,5,2,3,3,4,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,3,3,3,2,2,2,2,2,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,,,,
198,白川＝鮎美,白川鮎美,1,0,40,3,1,0,2,39,0,7,5,6,25,75,100,50,50,50,75,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5,5,4,2,3,3,2,4,1,2,3,5,4,3,3,4,3,4,2,4,2,4,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,2,1,3,4,4,5,4,5,7,7,7,7,7,7,7,7,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,,,,
199,神谷＝幸太郎,神谷幸太郎,1,0,40,12,1,0,1,43,0,6,7,12,40,0,0,0,25,25,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,1,3,1,1,3,4,3,2,3,3,2,4,2,3,1,4,2,5,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,5,4,2,4,3,3,4,5,5,3,6,2,5,4,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,
200,馬場＝成志,馬場成志,1,0,41,1,3,1,1,54,1,13,6,4,999,999,999,999,999,999,999,999,1,0,1,1,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,2,5,2,5,1,2,5,2,3,4,99,99,2,4,2,4,4,3,5,4,2,3,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,99,99,99,99,2,1,2,2,4,6,7,6,6,6,7,99,7,1,0,0,0,0,0,1,0,1,0,99,99,99,99,99,99,99,99,99,99,,,,
201,阿部＝広美,阿部広美,1,0,41,11,1,0,2,52,0,5,4,12,25,75,75,30,75,0,75,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,5,5,5,3,2,5,2,4,1,1,1,4,4,4,1,3,4,1,4,5,5,3,2,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,3,3,4,4,3,4,5,6,5,99,4,1,7,7,7,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,,,,
202,最勝寺＝辰也,最勝寺辰也,1,0,41,12,1,0,1,38,0,12,2,7,50,0,0,20,0,20,20,50,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,4,2,1,3,4,2,2,3,3,2,2,2,4,2,1,4,5,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,4,1,4,2,4,5,3,6,4,6,6,4,4,6,6,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,,,,
203,礒崎＝陽輔,礒崎陽輔,1,0,42,1,3,2,1,61,0,16,7,4,90,30,40,80,20,50,20,100,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,4,1,2,4,2,3,3,5,3,2,4,3,3,4,3,4,3,4,4,3,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5,5,4,4,1,1,1,2,2,5,6,6,5,4,7,7,6,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,景気対策,,,
204,安達＝澄,安達澄,1,0,42,11,1,0,1,49,1,16,5,16,40,70,70,20,30,20,70,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,4,3,4,3,2,3,1,3,2,4,4,3,2,4,2,4,3,4,3,4,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,3,3,3,5,4,4,4,5,5,5,99,5,4,6,6,6,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,地方創生,,選択できる地域づくり,
205,牧原＝慶一郎,牧原慶一郎,1,0,42,12,1,0,1,41,0,16,16,16,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,NHKのスクランブル化,NHKのスクランブル化,NHKのスクランブル化,
206,長峯＝誠,長峯誠,1,0,43,1,3,1,1,49,1,16,14,6,100,10,20,80,0,30,10,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,4,3,3,5,2,5,4,4,4,2,3,3,3,4,3,5,2,3,4,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,4,3,3,1,1,2,2,2,7,6,6,6,4,5,5,99,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,地方創生,,,
207,園生＝裕造,園生裕造,1,0,43,2,1,0,1,41,0,5,6,1,40,80,70,60,60,50,70,20,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,4,5,4,1,4,4,2,1,4,2,3,4,2,5,2,2,2,3,4,4,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,4,3,3,4,4,4,4,5,7,7,6,6,5,6,6,6,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,,,,
208,河野＝一郎,河野一郎,1,0,43,9,1,0,1,59,0,2,1,6,60,15,15,15,10,40,10,55,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,2,2,1,1,2,5,5,3,1,1,1,5,2,1,4,5,2,3,5,4,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,5,5,3,4,5,5,3,5,7,6,7,7,1,7,7,7,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,,,,新しい日本国憲法を作ること
209,尾辻＝秀久,尾辻秀久,1,0,44,1,3,5,1,78,1,6,5,7,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,3,2,5,1,2,4,3,3,2,3,1,2,5,3,3,2,5,5,2,5,4,3,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,99,1,1,2,1,2,7,7,7,7,5,7,7,99,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,
210,前田＝終止,前田終止,1,0,44,11,1,0,1,71,0,16,5,3,100,50,50,100,50,50,50,50,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,1,2,2,2,1,2,2,3,2,3,2,3,3,1,3,3,4,3,4,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,2,2,2,2,2,2,2,4,7,7,99,99,7,7,7,99,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,地方創生,,,
211,合原＝千尋,合原千尋,1,0,44,11,1,0,2,39,0,10,5,16,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,3,3,5,2,4,3,3,5,1,3,3,3,4,3,3,4,4,3,3,4,4,3,5,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,3,3,3,4,4,4,4,5,6,6,6,6,4,6,6,6,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,,,7.雇用・就職　時給1000円の実現,
212,安里＝繁信,安里繁信,1,0,45,1,1,0,1,49,0,3,5,10,95,50,50,95,20,95,20,75,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,4,2,3,3,3,3,4,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,4,4,3,2,1,2,2,3,5,5,4,5,5,5,7,7,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,,,,
213,玉利＝朝輝,玉利朝輝,0,0,45,11,1,0,1,60,0,99,99,99,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
214,高良＝鉄美,高良鉄美,1,0,45,11,1,0,1,65,1,12,1,5,0,100,100,0,100,0,100,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,2,3,3,4,1,1,3,5,4,2,1,5,4,5,5,5,5,5,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,5,5,5,5,5,5,7,7,99,7,6,7,7,7,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,,,,
215,磯山＝秀夫,磯山秀夫,1,0,45,12,1,0,1,72,0,16,16,99,10,60,60,30,70,20,50,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,5,5,5,5,3,3,3,5,5,1,1,1,5,5,3,1,3,3,3,1,5,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,5,5,3,3,5,5,5,5,5,7,7,5,5,7,7,7,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,ベーシックインカムの導入,NHKの受信料制度の撤廃,,
216,本田＝顕子,本田顕子,1,0,66,1,1,0,2,47,1,1,3,6,75,999,999,999,999,999,999,75,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,5,2,2,1,4,2,1,5,3,1,2,1,3,3,1,2,3,2,2,3,2,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,5,5,5,2,1,1,2,4,4,7,7,7,7,7,7,7,7,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,,,,
217,宮崎＝雅夫,宮崎雅夫,1,0,66,1,1,0,1,55,1,4,13,16,100,0,0,50,0,20,0,100,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,2,2,3,3,3,3,3,3,2,3,2,4,3,3,4,3,3,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,1,1,1,1,1,7,7,7,7,7,7,7,7,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,,,農山漁村地域の活性化,
218,三浦＝靖,三浦靖,1,0,66,1,1,0,1,46,1,11,4,5,100,10,20,75,5,30,10,99,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,3,2,4,1,1,3,2,4,2,4,3,2,4,4,4,4,4,5,2,4,4,4,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,2,2,2,1,1,1,1,1,7,7,7,7,7,7,7,5,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,,,,
219,糸川＝正晃,糸川正晃,1,0,66,1,1,0,1,44,0,5,14,6,100,0,0,80,0,0,0,100,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,4,2,2,3,2,2,3,2,2,2,3,2,3,4,2,3,3,5,5,4,3,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,3,4,1,1,2,3,3,7,7,7,7,7,7,7,5,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,,,,
220,小川＝真史,小川真史,1,0,66,1,1,0,1,63,0,6,5,2,90,40,40,90,10,50,40,90,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,4,5,4,2,2,2,1,1,2,3,3,3,2,4,3,4,2,1,2,4,1,3,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,3,2,3,2,1,4,3,5,7,7,7,7,4,7,7,7,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,,,,
221,角田＝充由,角田充由,1,0,66,1,1,0,1,44,0,6,7,5,100,0,0,80,0,50,50,100,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,3,4,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,2,2,6,6,6,6,6,6,6,6,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,,,,
222,熊田＝篤嗣,熊田篤嗣,1,0,66,1,1,0,1,48,0,5,1,15,100,50,50,50,50,50,50,80,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,2,3,2,3,1,1,3,5,5,3,2,3,2,4,3,3,5,5,3,3,4,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,4,5,4,4,2,1,2,1,2,7,7,7,7,7,7,7,7,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,DK
223,田中＝昌史,田中昌史,1,0,66,1,1,0,1,53,0,6,5,7,90,20,30,70,10,50,10,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,2,4,2,2,3,2,2,3,3,3,2,3,4,4,3,2,4,2,4,3,3,3,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,3,3,3,1,1,3,3,3,6,5,6,6,5,7,6,5,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,,,,
224,中田＝宏,中田宏,1,0,66,1,1,0,1,54,0,11,2,7,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,3,3,3,2,2,3,4,4,2,3,3,3,4,4,3,4,3,3,3,4,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,2,3,3,2,2,2,3,5,4,4,4,4,4,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,,
225,比嘉＝奈津美,比嘉奈津美,1,0,66,1,1,0,2,60,0,6,9,5,100,20,20,80,0,20,20,100,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,2,3,2,2,2,3,2,3,5,4,2,2,4,4,4,4,2,4,4,2,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,1,1,1,2,2,2,7,7,7,7,7,7,7,7,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,,,,
226,水口＝尚人,水口尚人,1,0,66,1,1,0,1,39,0,3,7,5,100,30,30,50,0,50,30,90,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,99,3,5,1,1,1,3,99,5,3,1,1,5,1,4,3,4,4,4,5,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,3,2,2,1,2,2,2,7,7,6,7,4,7,7,7,1,1,0,0,0,0,1,0,1,0,99,99,99,99,99,99,99,99,99,99,,,,
227,森本＝勝也,森本勝也,1,0,66,1,1,0,1,43,0,5,13,7,100,0,0,80,0,80,0,100,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,1,1,1,1,3,1,3,5,1,3,2,2,1,1,5,1,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,1,1,3,1,2,2,2,7,7,7,7,7,7,7,7,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,,,,
228,山本＝左近,山本左近,1,0,66,1,1,0,1,37,0,6,3,5,100,25,50,80,25,75,25,90,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,4,2,2,3,1,2,1,1,3,2,4,3,3,2,2,2,3,4,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,3,1,1,3,2,2,7,7,7,7,7,7,7,7,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,,,,
229,山田＝太郎,山田太郎,0,0,66,1,2,1,1,52,1,99,99,99,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
230,井上＝義行,井上義行,1,0,66,1,2,1,1,56,0,5,14,99,100,0,0,100,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,1,1,3,3,3,5,5,3,1,3,3,3,2,2,3,3,3,3,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,3,3,3,1,1,1,1,1,7,7,7,7,6,6,6,7,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,,,,丁寧な議論を行い国民の理解を得る
231,尾立＝源幸,尾立源幸,1,0,66,1,2,2,1,55,0,99,99,99,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
232,赤池＝誠章,赤池誠章,1,0,66,1,3,1,1,58,1,5,1,12,100,0,0,50,0,25,0,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,3,2,1,2,3,3,5,5,4,1,3,3,4,2,3,3,3,3,3,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,5,5,1,1,1,2,3,3,5,4,5,5,4,7,7,7,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,
